,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"3890,1630206,""Scrubb, Jay"",Jay Scrubb,0,2020,2022,jay_scrubb,jay_scrubb,0,,,,,,Y,01"
"3892,1631220,""Seabron, Dereon"",Dereon Seabron,1,2022,2023,dereon_seabron,dereon_seabron,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11"
"3899,200757,""Sefolosha, Thabo"",Thabo Sefolosha,0,2006,2019,thabo_sefolosha,thabo_sefolosha,0,,,,,,Y,00"
"3902,202729,""Selby, Josh"",Josh Selby,0,2011,2012,josh_selby,josh_selby,0,,,,,,Y,01"
"3903,1627782,""Selden, Wayne"",Wayne Selden,0,2016,2021,wayne_selden,wayne_selden,0,,,,,,Y,01"
"3909,200754,""Sene, Mouhamed"",Mouhamed Sene,0,2006,2008,mouhamed_sene,mouhamed_sene,0,,,,,,Y,01"
"3911,1630578,""Sengun, Alperen"",Alperen Sengun,1,2021,2023,alperen_sengun,alperen_sengun,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"3912,1641729,""Sensabaugh, Brice"",Brice Sensabaugh,1,2023,2023,brice_sensabaugh,brice_sensabaugh,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11"
"3913,202338,""Seraphin, Kevin"",Kevin Seraphin,0,2010,2016,kevin_seraphin,kevin_seraphin,0,,,,,,Y,00"
"3914,1738,""Sesay, Ansu"",Ansu Sesay,0,2001,2004,ansu_sesay,ansu_sesay,0,,,,,,Y,00"
"3915,201196,""Sessions, Ramon"",Ramon Sessions,0,2007,2017,ramon_sessions,ramon_sessions,0,,,,,,Y,01"
"3917,1629012,""Sexton, Collin"",Collin Sexton,1,2018,2023,collin_sexton,collin_sexton,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00"
"3923,201203,""Shakur, Mustafa"",Mustafa Shakur,0,2009,2013,mustafa_shakur,mustafa_shakur,0,,,,,,Y,01"
"3924,1629013,""Shamet, Landry"",Landry Shamet,1,2018,2023,landry_shamet,landry_shamet,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00"
"3930,1630549,""Sharpe, Day'Ron"",Day'Ron Sharpe,1,2021,2023,dayron_sharpe,dayron_sharpe,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01"
"3931,1631101,""Sharpe, Shaedon"",Shaedon Sharpe,1,2022,2023,shaedon_sharpe,shaedon_sharpe,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"3932,201594,""Sharpe, Walter"",Walter Sharpe,0,2008,2008,walter_sharpe,walter_sharpe,0,,,,,,Y,01"
"3937,1629621,""Shayok, Marial"",Marial Shayok,0,2019,2019,marial_shayok,marial_shayok,0,,,,,,Y,01"
"3942,203129,""Shengelia, Tornike"",Tornike Shengelia,0,2012,2013,tornike_shengelia,tornike_shengelia,0,,,,,,Y,01"
"3943,1641767,""Sheppard, Ben"",Ben Sheppard,1,2023,2023,ben_sheppard,ben_sheppard,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11"
"3948,2321,""Shirley, Paul"",Paul Shirley,0,2002,2004,paul_shirley,paul_shirley,0,,,,,,Y,00"
"3955,202697,""Shumpert, Iman"",Iman Shumpert,0,2011,2020,iman_shumpert,iman_shumpert,0,,,,,,Y,00"
"3956,203144,""Shved, Alexey"",Alexey Shved,0,2012,2014,alexey_shved,alexey_shved,0,,,,,,Y,00"
"3957,1627783,""Siakam, Pascal"",Pascal Siakam,1,2016,2023,pascal_siakam,pascal_siakam,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01"
"3958,1626296,""Sibert, Jordan"",Jordan Sibert,0,2018,2018,jordan_sibert,jordan_sibert,0,,,,,,Y,01"
"3967,202918,""Silas, Xavier"",Xavier Silas,0,2011,2017,xavier_silas,xavier_silas,0,,,,,,Y,01"
"3968,202081,""Siler, Garret"",Garret Siler,0,2010,2010,garret_siler,garret_siler,0,,,,,,Y,01"
"3970,1629735,""Silva, Chris"",Chris Silva,0,2019,2022,chris_silva,chris_silva,0,,,,,,Y,11"
"3971,101134,""Simien, Wayne"",Wayne Simien,0,2005,2006,wayne_simien,wayne_simien,0,,,,,,Y,00"
"3972,1627732,""Simmons, Ben"",Ben Simmons,1,2016,2023,ben_simmons,ben_simmons,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00"
"3973,2250,""Simmons, Bobby"",Bobby Simmons,0,2001,2011,bobby_simmons,bobby_simmons,0,,,,,,Y,01"
"3974,200759,""Simmons, Cedric"",Cedric Simmons,0,2006,2008,cedric_simmons,cedric_simmons,0,,,,,,Y,01"
"3977,203613,""Simmons, Jonathon"",Jonathon Simmons,0,2015,2018,jonathon_simmons,jonathon_simmons,0,,,,,,Y,01"
"3978,1628424,""Simmons, Kobi"",Kobi Simmons,0,2017,2022,kobi_simmons,kobi_simmons,0,,,,,,Y,11"
"3981,1630250,""Simonovic, Marko"",Marko Simonovic,0,2021,2022,marko_simonovic,marko_simonovic,0,,,,,,Y,01"
"3982,1629014,""Simons, Anfernee"",Anfernee Simons,1,2018,2023,anfernee_simons,anfernee_simons,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01"
"3984,202067,""Simpson, Diamon"",Diamon Simpson,0,2011,2011,diamon_simpson,diamon_simpson,0,,,,,,N,01"
"3986,1630285,""Simpson, Zavier"",Zavier Simpson,0,2021,2021,zavier_simpson,zavier_simpson,0,,,,,,Y,11"
"3989,201235,""Sims, Courtney"",Courtney Sims,0,2007,2008,courtney_sims,courtney_sims,0,,,,,,Y,01"
"3991,203156,""Sims, Henry"",Henry Sims,0,2012,2015,henry_sims,henry_sims,0,,,,,,Y,01"
"3992,1630579,""Sims, Jericho"",Jericho Sims,1,2021,2023,jericho_sims,jericho_sims,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01"
"3994,202713,""Singler, Kyle"",Kyle Singler,0,2012,2017,kyle_singler,kyle_singler,0,,,,,,Y,00"
"3995,201606,""Singletary, Sean"",Sean Singletary,0,2008,2008,sean_singletary,sean_singletary,0,,,,,,Y,01"
"3996,202698,""Singleton, Chris"",Chris Singleton,0,2011,2013,chris_singleton,chris_singleton,0,,,,,,Y,01"
"3997,101189,""Singleton, James"",James Singleton,0,2005,2011,james_singleton,james_singleton,0,,,,,,Y,01"
"4000,1629686,""Sirvydis, Deividas"",Deividas Sirvydis,0,2020,2021,deividas_sirvydis,deividas_sirvydis,0,,,,,,Y,01"
"4002,203491,""Siva, Peyton"",Peyton Siva,0,2013,2013,peyton_siva,peyton_siva,0,,,,,,Y,01"
"4003,1631376,""Skapintsev, Dmytro"",Dmytro Skapintsev,0,2023,2023,dmytro_skapintsev,dmytro_skapintsev,0,,,,,,Y,11"
"4006,1730,""Skinner, Brian"",Brian Skinner,0,1998,2011,brian_skinner,brian_skinner,0,,,,,,Y,00"
"4013,1641771,""Slawson, Jalen"",Jalen Slawson,1,2023,2023,jalen_slawson,jalen_slawson,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11"
"4014,2447,""Slay, Tamar"",Tamar Slay,0,2002,2004,tamar_slay,tamar_slay,0,,,,,,Y,01"
"4015,202388,""Sloan, Donald"",Donald Sloan,0,2011,2015,donald_sloan,donald_sloan,0,,,,,,Y,01"
"4017,101166,""Slokar, Uros"",Uros Slokar,0,2006,2006,uros_slokar,uros_slokar,0,,,,,,Y,00"
"4019,1629346,""Smailagic, Alen"",Alen Smailagic,0,2019,2020,alen_smailagic,alen_smailagic,0,,,,,,Y,01"
"4020,1630606,""Smart, Javonte"",Javonte Smart,0,2021,2023,javonte_smart,javonte_smart,0,,,,,,Y,11"
"4022,203935,""Smart, Marcus"",Marcus Smart,1,2014,2023,marcus_smart,marcus_smart,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01"
"4031,1520,""Smith, Charles"",Charles Smith,0,1997,2005,charles_smith,charles_smith,0,,,,,,Y,00"
"4034,203147,""Smith, Chris"",Chris Smith,0,2013,2013,chris_smith,chris_smith,0,,,,,,Y,01"
"4036,200783,""Smith, Craig"",Craig Smith,0,2006,2011,craig_smith,craig_smith,0,,,,,,Y,01"
"4041,2764,""Smith, Donta"",Donta Smith,0,2004,2005,donta_smith,donta_smith,0,,,,,,Y,01"
"4043,1630696,""Smith, Dru"",Dru Smith,1,2022,2023,dru_smith,dru_smith,1610612748,Miami,Heat,MIA,heat,heat,Y,01"
"4048,202962,""Smith, Greg"",Greg Smith,0,2011,2015,greg_smith,greg_smith,0,,,,,,Y,01"
"4049,202397,""Smith, Ish"",Ish Smith,1,2010,2023,ish_smith,ish_smith,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01"
"4050,2747,""Smith, JR"",JR Smith,0,2004,2019,jr_smith,jr_smith,0,,,,,,Y,00"
"4051,2074,""Smith, Jabari"",Jabari Smith,0,2000,2004,jabari_smith,jabari_smith,0,,,,,,Y,00"
"4052,1630188,""Smith, Jalen"",Jalen Smith,1,2020,2023,jalen_smith,jalen_smith,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01"
"4053,201160,""Smith, Jason"",Jason Smith,0,2007,2018,jason_smith,jason_smith,0,,,,,,Y,00"
"4054,202536,""Smith, Jerry"",Jerry Smith,0,2011,2011,jerry_smith,jerry_smith,0,,,,,,Y,01"
"4056,693,""Smith, Joe"",Joe Smith,0,1995,2010,joe_smith,joe_smith,0,,,,,,Y,00"
"4057,2746,""Smith, Josh"",Josh Smith,0,2004,2017,josh_smith,josh_smith,0,,,,,,Y,00"
"4066,202701,""Smith, Nolan"",Nolan Smith,0,2011,2012,nolan_smith,nolan_smith,0,,,,,,Y,01"
"4072,203893,""Smith, Russ"",Russ Smith,0,2014,2015,russ_smith,russ_smith,0,,,,,,Y,01"
"4074,120,""Smith, Steven"",Steven Smith,0,1991,2004,steven_smith,steven_smith,0,,,,,,Y,00"
"4075,200848,""Smith, Steven"",Steven Smith,0,2006,2006,steven_smith,steven_smith,0,,,,,,Y,01"
"4077,1631173,""Smith, Terquavion"",Terquavion Smith,1,2023,2023,terquavion_smith,terquavion_smith,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11"
"4078,2604,""Smith, Theron"",Theron Smith,0,2003,2004,theron_smith,theron_smith,0,,,,,,Y,01"
"4081,1629015,""Smith, Zhaire"",Zhaire Smith,0,2018,2019,zhaire_smith,zhaire_smith,0,,,,,,Y,11"
"4082,1628372,""Smith Jr., Dennis"",Dennis Smith Jr.,1,2017,2023,dennis_smith_jr,dennis_smith_jr,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00"
"4083,1631095,""Smith Jr., Jabari"",Jabari Smith Jr.,1,2022,2023,jabari_smith,jabari_smith_jr,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"4084,1641733,""Smith Jr., Nick"",Nick Smith Jr.,1,2023,2023,nick_smith_jr,nick_smith_jr,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"4088,1630270,""Sneed, Xavier"",Xavier Sneed,0,2021,2022,xavier_sneed,xavier_sneed,0,,,,,,Y,01"
"4089,203503,""Snell, Tony"",Tony Snell,0,2013,2021,tony_snell,tony_snell,0,,,,,,Y,11"
"4090,727,""Snow, Eric"",Eric Snow,0,1995,2007,eric_snow,eric_snow,0,,,,,,Y,00"
"4092,2745,""Snyder, Kirk"",Kirk Snyder,0,2004,2007,kirk_snyder,kirk_snyder,0,,,,,,Y,00"
"4096,1631110,""Sochan, Jeremy"",Jeremy Sochan,1,2022,2023,jeremy_sochan,jeremy_sochan,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00"
"4098,2226,""Solomon, Will"",Will Solomon,0,2001,2008,will_solomon,will_solomon,0,,,,,,Y,00"
"4100,2443,""Songaila, Darius"",Darius Songaila,0,2003,2010,darius_songaila,darius_songaila,0,,,,,,Y,00"
"4102,203480,""Southerland, James"",James Southerland,0,2013,2013,james_southerland,james_southerland,0,,,,,,Y,01"
"4104,2776,""Sow, Pape"",Pape Sow,0,2004,2006,pape_sow,pape_sow,0,,,,,,Y,01"
"4105,1629034,""Spalding, Ray"",Ray Spalding,0,2018,2020,ray_spalding,ray_spalding,0,,,,,,Y,11"
"4107,2779,""Spanoulis, Vassilis"",Vassilis Spanoulis,0,2006,2006,vassilis_spanoulis,vassilis_spanoulis,0,,,,,,Y,00"
"4112,201578,""Speights, Marreese"",Marreese Speights,0,2008,2017,marreese_speights,marreese_speights,0,,,,,,Y,00"
"4113,1629016,""Spellman, Omari"",Omari Spellman,0,2018,2019,omari_spellman,omari_spellman,0,,,,,,Y,01"
"4119,201168,""Splitter, Tiago"",Tiago Splitter,0,2010,2016,tiago_splitter,tiago_splitter,0,,,,,,Y,01"
"4121,84,""Sprewell, Latrell"",Latrell Sprewell,0,1992,2004,latrell_sprewell,latrell_sprewell,0,,,,,,Y,00"
"4123,1630531,""Springer, Jaden"",Jaden Springer,1,2021,2023,jaden_springer,jaden_springer,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01"
"4127,711,""Stackhouse, Jerry"",Jerry Stackhouse,0,1995,2012,jerry_stackhouse,jerry_stackhouse,0,,,,,,Y,00"
"4132,1630199,""Stanley, Cassius"",Cassius Stanley,0,2020,2021,cassius_stanley,cassius_stanley,0,,,,,,Y,01"
"4136,203917,""Stauskas, Nik"",Nik Stauskas,0,2014,2021,nik_stauskas,nik_stauskas,0,,,,,,Y,01"
"4141,203474,""Stephens, DJ"",DJ Stephens,0,2013,2018,dj_stephens,dj_stephens,0,,,,,,Y,01"
"4145,202362,""Stephenson, Lance"",Lance Stephenson,0,2010,2021,lance_stephenson,lance_stephenson,0,,,,,,Y,11"
"4146,1627293,""Stepheson, Alex"",Alex Stepheson,0,2015,2015,alex_stepheson,alex_stepheson,0,,,,,,Y,01"
"4149,1630205,""Stevens, Lamar"",Lamar Stevens,1,2020,2023,lamar_stevens,lamar_stevens,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00"
"4151,2052,""Stevenson, DeShawn"",DeShawn Stevenson,0,2000,2012,deshawn_stevenson,deshawn_stevenson,0,,,,,,Y,00"
"4152,1630597,""Stewart, DJ"",DJ Stewart,0,2021,2021,dj_stewart_jr,dj_stewart,0,,,,,,Y,01"
"4154,1630191,""Stewart, Isaiah"",Isaiah Stewart,1,2020,2023,isaiah_stewart,isaiah_stewart,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00"
"4157,1565,""Stewart, Michael"",Michael Stewart,0,1997,2004,michael_stewart,michael_stewart,0,,,,,,Y,00"
"4159,201880,""Stiemsma, Greg"",Greg Stiemsma,0,2009,2014,greg_stiemsma,greg_stiemsma,0,,,,,,Y,01"
"4165,204065,""Stockton, David"",David Stockton,0,2014,2017,david_stockton,david_stockton,0,,,,,,Y,01"
"4167,978,""Stojakovic, Peja"",Peja Stojakovic,0,1998,2010,peja_stojakovic,peja_stojakovic,0,,,,,,Y,00"
"4170,203950,""Stokes, Jarnell"",Jarnell Stokes,0,2014,2016,jarnell_stokes,jarnell_stokes,0,,,,,,Y,01"
"4173,1627754,""Stone, Diamond"",Diamond Stone,0,2016,2016,diamond_stone,diamond_stone,0,,,,,,Y,01"
"4174,202933,""Stone, Julyan"",Julyan Stone,0,2011,2017,julyan_stone,julyan_stone,0,,,,,,Y,01"
"4175,2852,""Storey, Awvee"",Awvee Storey,0,2004,2007,awvee_storey,awvee_storey,0,,,,,,Y,01"
"4176,757,""Stoudamire, Damon"",Damon Stoudamire,0,1995,2007,damon_stoudamire,damon_stoudamire,0,,,,,,Y,00"
"4177,101136,""Stoudamire, Salim"",Salim Stoudamire,0,2005,2008,salim_stoudamire,salim_stoudamire,0,,,,,,Y,01"
"4178,2405,""Stoudemire, Amar'e"",Amar'e Stoudemire,0,2002,2015,amar'e_stoudemire,amare_stoudemire,0,,,,,,Y,00"
"4180,201199,""Strawberry, DJ"",DJ Strawberry,0,2007,2007,dj_strawberry,dj_strawberry,0,,,,,,Y,01"
"4182,1631124,""Strawther, Julian"",Julian Strawther,1,2023,2023,julian_strawther,julian_strawther,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11"
"4184,1065,""Strickland, Erick"",Erick Strickland,0,1996,2004,erick_strickland,erick_strickland,0,,,,,,Y,00"
"4186,393,""Strickland, Rod"",Rod Strickland,0,1988,2004,rod_strickland,rod_strickland,0,,,,,,Y,00"
"4192,1629622,""Strus, Max"",Max Strus,1,2019,2023,max_strus,max_strus,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01"
"4193,201155,""Stuckey, Rodney"",Rodney Stuckey,0,2007,2016,rodney_stuckey,rodney_stuckey,0,,,,,,Y,00"
"4196,1630591,""Suggs, Jalen"",Jalen Suggs,1,2021,2023,jalen_suggs,jalen_suggs,1610612753,Orlando,Magic,ORL,magic,magic,Y,00"
"4198,203096,""Sullinger, Jared"",Jared Sullinger,0,2012,2016,jared_sullinger,jared_sullinger,0,,,,,,Y,01"
"4199,201969,""Summers, DaJuan"",DaJuan Summers,0,2009,2012,dajuan_summers,dajuan_summers,0,,,,,,Y,01"
"4200,1628410,""Sumner, Edmond"",Edmond Sumner,0,2017,2022,edmond_sumner,edmond_sumner,0,,,,,,Y,01"
"4202,201180,""Sun, Sun"",Sun Sun,0,2008,2008,yue_sun,yue_sun,0,,,,,,Y,01"
"4204,1743,""Sundov, Bruno"",Bruno Sundov,0,1998,2004,bruno_sundov,bruno_sundov,0,,,,,,Y,00"
"4206,682,""Sura, Bob"",Bob Sura,0,1995,2006,bob_sura,bob_sura,0,,,,,,Y,00"
"4211,1628403,""Swanigan, Caleb"",Caleb Swanigan,0,2017,2019,caleb_swanigan,caleb_swanigan,0,,,,,,Y,01"
"4214,2552,""Sweetney, Michael"",Michael Sweetney,0,2003,2006,michael_sweetney,michael_sweetney,0,,,,,,Y,01"
"4215,1631306,""Swider, Cole"",Cole Swider,1,2022,2023,cole_swider,cole_swider,1610612748,Miami,Heat,MIA,heat,heat,Y,11"
"4216,2741,""Swift, Robert"",Robert Swift,0,2004,2008,robert_swift,robert_swift,0,,,,,,Y,01"
"4217,2031,""Swift, Stromile"",Stromile Swift,0,2000,2008,stromile_swift,stromile_swift,0,,,,,,Y,00"
"4219,1628591,""Sword, Craig"",Craig Sword,0,2021,2021,craig_sword,craig_sword,0,,,,,,Y,11"
"4220,202377,""Sy, Pape"",Pape Sy,0,2010,2010,pape_sy,pape_sy,0,,,,,,Y,01"
"4222,1626208,""Sykes, Keifer"",Keifer Sykes,0,2021,2021,keifer_sykes,keifer_sykes,0,,,,,,Y,11"
"4225,1887,""Szczerbiak, Wally"",Wally Szczerbiak,0,1999,2008,wally_szczerbiak,wally_szczerbiak,0,,,,,,Y,00"
"4227,2657,""Tabuse, Yuta"",Yuta Tabuse,0,2004,2004,yuta_tabuse,yuta_tabuse,0,,,,,,Y,01"
"4228,101147,""Taft, Chris"",Chris Taft,0,2005,2005,chris_taft,chris_taft,0,,,,,,Y,01"
"4232,1630256,""Tate, Jae'Sean"",Jae'Sean Tate,1,2020,2023,jaesean_tate,jaesean_tate,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"4234,1628369,""Tatum, Jayson"",Jayson Tatum,1,2017,2023,jayson_tatum,jayson_tatum,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00"
"4235,204002,""Tavares, Edy"",Edy Tavares,0,2015,2016,edy_tavares,edy_tavares,0,,,,,,Y,01"
"4238,101182,""Taylor, Donell"",Donell Taylor,0,2005,2006,donell_taylor,donell_taylor,0,,,,,,Y,01"
"4240,1627819,""Taylor, Isaiah"",Isaiah Taylor,0,2016,2017,isaiah_taylor,isaiah_taylor,0,,,,,,Y,01"
"4243,203106,""Taylor, Jeffery"",Jeffery Taylor,0,2012,2014,jeffery_taylor,jeffery_taylor,0,,,,,,Y,01"
"4244,201966,""Taylor, Jermaine"",Jermaine Taylor,0,2009,2010,jermaine_taylor,jermaine_taylor,0,,,,,,Y,01"
"4247,1508,""Taylor, Maurice"",Maurice Taylor,0,1997,2006,maurice_taylor,maurice_taylor,0,,,,,,Y,00"
"4248,201446,""Taylor, Mike"",Mike Taylor,0,2008,2008,mike_taylor,mike_taylor,0,,,,,,Y,01"
"4250,1630678,""Taylor, Terry"",Terry Taylor,1,2021,2023,terry_taylor,terry_taylor,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01"
"4251,203116,""Taylor, Tyshawn"",Tyshawn Taylor,0,2012,2013,tyshawn_taylor,tyshawn_taylor,0,,,,,,Y,01"
"4254,201952,""Teague, Jeff"",Jeff Teague,0,2009,2020,jeff_teague,jeff_teague,0,,,,,,Y,00"
"4255,203104,""Teague, Marquis"",Marquis Teague,0,2012,2017,marquis_teague,marquis_teague,0,,,,,,Y,01"
"4256,203141,""Teletovic, Mirza"",Mirza Teletovic,0,2012,2017,mirza_teletovic,mirza_teletovic,0,,,,,,Y,00"
"4257,2742,""Telfair, Sebastian"",Sebastian Telfair,0,2004,2014,sebastian_telfair,sebastian_telfair,0,,,,,,Y,00"
"4258,202066,""Temple, Garrett"",Garrett Temple,1,2009,2023,garrett_temple,garrett_temple,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"4259,1628462,""Teodosic, Milos"",Milos Teodosic,0,2017,2018,milos_teodosic,milos_teodosic,0,,,,,,Y,00"
"4261,1629123,""Terrell, Jared"",Jared Terrell,0,2018,2018,jared_terrell,jared_terrell,0,,,,,,Y,01"
"4265,1631207,""Terry, Dalen"",Dalen Terry,1,2022,2023,dalen_terry,dalen_terry,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01"
"4266,1629150,""Terry, Emanuel"",Emanuel Terry,0,2018,2021,emanuel_terry,emanuel_terry,0,,,,,,Y,01"
"4267,1891,""Terry, Jason"",Jason Terry,0,1999,2017,jason_terry,jason_terry,0,,,,,,Y,00"
"4268,1630179,""Terry, Tyrell"",Tyrell Terry,0,2020,2021,tyrell_terry,tyrell_terry,0,,,,,,Y,01"
"4269,1630257,""Teske, Jon"",Jon Teske,0,2021,2021,jon_teske,jon_teske,0,,,,,,Y,01"
"4270,201934,""Thabeet, Hasheem"",Hasheem Thabeet,0,2009,2013,hasheem_thabeet,hasheem_thabeet,0,,,,,,Y,01"
"4272,1628464,""Theis, Daniel"",Daniel Theis,1,2017,2023,daniel_theis,daniel_theis,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00"
"4278,203519,""Thomas, Adonis"",Adonis Thomas,0,2013,2013,adonis_thomas,adonis_thomas,0,,,,,,Y,01"
"4279,2873,""Thomas, Billy"",Billy Thomas,0,2004,2007,billy_thomas,billy_thomas,0,,,,,,Y,01"
"4280,1630271,""Thomas, Brodric"",Brodric Thomas,0,2020,2021,brodric_thomas,brodric_thomas,0,,,,,,Y,01"
"4281,1630560,""Thomas, Cam"",Cam Thomas,1,2021,2023,cam_thomas,cam_thomas,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00"
"4284,2041,""Thomas, Etan"",Etan Thomas,0,2001,2010,etan_thomas,etan_thomas,0,,,,,,Y,00"
"4286,202738,""Thomas, Isaiah"",Isaiah Thomas,0,2011,2021,isaiah_thomas,isaiah_thomas,0,,,,,,Y,01"
"4289,2839,""Thomas, James"",James Thomas,0,2004,2005,james_thomas,james_thomas,0,,,,,,Y,00"
"4292,1519,""Thomas, John"",John Thomas,0,1997,2005,john_thomas,john_thomas,0,,,,,,Y,01"
"4293,1903,""Thomas, Kenny"",Kenny Thomas,0,1999,2009,kenny_thomas,kenny_thomas,0,,,,,,Y,00"
"4294,1629017,""Thomas, Khyri"",Khyri Thomas,0,2018,2020,khyri_thomas,khyri_thomas,0,,,,,,Y,01"
"4295,703,""Thomas, Kurt"",Kurt Thomas,0,1995,2012,kurt_thomas,kurt_thomas,0,,,,,,Y,00"
"4296,202498,""Thomas, Lance"",Lance Thomas,0,2011,2019,lance_thomas,lance_thomas,0,,,,,,Y,01"
"4297,202952,""Thomas, Malcolm"",Malcolm Thomas,0,2011,2014,malcolm_thomas,malcolm_thomas,0,,,,,,Y,01"
"4298,1629744,""Thomas, Matt"",Matt Thomas,0,2019,2021,matt_thomas,matt_thomas,0,,,,,,Y,01"
"4300,1501,""Thomas, Tim"",Tim Thomas,0,1997,2009,tim_thomas,tim_thomas,0,,,,,,Y,00"
"4301,200748,""Thomas, Tyrus"",Tyrus Thomas,0,2006,2014,tyrus_thomas,tyrus_thomas,0,,,,,,Y,01"
"4302,202717,""Thompkins, Trey"",Trey Thompkins,0,2011,2011,trey_thompkins,trey_thompkins,0,,,,,,Y,00"
"4303,1641708,""Thompson, Amen"",Amen Thompson,1,2023,2023,amen_thompson,amen_thompson,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"4304,1641709,""Thompson, Ausar"",Ausar Thompson,1,2023,2023,ausar_thompson,ausar_thompson,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00"
"4310,101159,""Thompson, Dijon"",Dijon Thompson,0,2005,2006,dijon_thompson,dijon_thompson,0,,,,,,Y,01"
"4312,203138,""Thompson, Hollis"",Hollis Thompson,0,2013,2016,hollis_thompson,hollis_thompson,0,,,,,,Y,01"
"4313,201574,""Thompson, Jason"",Jason Thompson,0,2008,2015,jason_thompson,jason_thompson,0,,,,,,Y,00"
"4316,202691,""Thompson, Klay"",Klay Thompson,1,2011,2023,klay_thompson,klay_thompson,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00"
"4319,202814,""Thompson, Mychel"",Mychel Thompson,0,2011,2011,mychel_thompson,mychel_thompson,0,,,,,,Y,01"
"4322,202684,""Thompson, Tristan"",Tristan Thompson,1,2011,2023,tristan_thompson,tristan_thompson,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00"
"4323,1630550,""Thor, JT"",JT Thor,1,2021,2023,jt_thor,jt_thor,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01"
"4325,201154,""Thornton, Al"",Al Thornton,0,2007,2010,al_thornton,al_thornton,0,,,,,,Y,00"
"4327,201977,""Thornton, Marcus"",Marcus Thornton,0,2009,2016,marcus_thornton,marcus_thornton,0,,,,,,Y,01"
"4328,1628414,""Thornwell, Sindarius"",Sindarius Thornwell,0,2017,2020,sindarius_thornwell,sindarius_thornwell,0,,,,,,Y,01"
"4333,1629680,""Thybulle, Matisse"",Matisse Thybulle,1,2019,2023,matisse_thybulle,matisse_thybulle,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"4336,1629681,""Tillie, Killian"",Killian Tillie,0,2020,2021,killian_tillie,killian_tillie,0,,,,,,Y,01"
"4338,1630214,""Tillman, Xavier"",Xavier Tillman,1,2020,2023,xavier_tillman,xavier_tillman,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01"
"4340,2224,""Tinsley, Jamaal"",Jamaal Tinsley,0,2001,2013,jamaal_tinsley,jamaal_tinsley,0,,,,,,Y,01"
"4342,1627861,""Tobey, Mike"",Mike Tobey,0,2016,2016,mike_tobey,mike_tobey,0,,,,,,Y,01"
"4343,1630225,""Todd, Isaiah"",Isaiah Todd,0,2021,2022,isaiah_todd,isaiah_todd,0,,,,,,Y,01"
"4347,201229,""Tolliver, Anthony"",Anthony Tolliver,0,2008,2020,anthony_tolliver,anthony_tolliver,0,,,,,,Y,01"
